departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,producto,precio,Year,Month,Day
20,CESAR,20178,CHIRIGUANA,ESTACION DE SERVICIO AMEDRUM,PETROMIL,BIODIESEL,6700,2018,5,2
73,TOLIMA,73200,COELLO,JARABANDA,TERPEL,BIODIESEL,7960,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO COMBUSCOL CENTRALIA,TEXACO,BIODIESEL,8530,2018,5,2
25,CUNDINAMARCA,25269,FACATATIVA,ESTACION DE SERVICIO OYCAR SAS,TERPEL,ACPM - DIESEL,8384,2018,5,2
52,NARIÑO,52240,CHACHAGUI,ESTACION DE SERVICIO CANO BAJO,BIOMAX,BIODIESEL,6720,2018,5,2
20,CESAR,20060,BOSCONIA,EDS Virgen del Carmen No 1,ECOS,GASOLINA CORRIENTE,5900,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LA JUANA,TEXACO,ACPM - DIESEL,7909,2018,5,2
25,CUNDINAMARCA,25718,SASAIMA,ESTACION DE SERVICIO BRIO VILLA LOTOS,BIOMAX,GASOLINA CORRIENTE,8877,2018,5,2
23,CORDOBA,23090,CANALETE,ESTACION CANALETE,TERPEL,BIODIESEL,8790,2018,5,2
50,META,50318,GUAMAL,ESTACION DE SERVICIO EL SURTIDOR DE GUAMAL,ESSO,ACPM - DIESEL,8440,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO PASEO BOLIVAR,MOBIL,GASOLINA CORRIENTE,8870,2018,5,2
25,CUNDINAMARCA,25183,CHOCONTA,ESTACION DE SERVICIO SAN JUAN CHOCONTA,PETROBRAS,BIODIESEL,8265,2018,5,2
15,BOYACA,15516,PAIPA,ESTACION DE SERVICIO TEXACO CARBONEROS,TEXACO,BIODIESEL,8315,2018,5,2
52,NARIÑO,52224,CUASPUD (CARLOSAMA),COOPERATIVA DE TRANSPORTADORES DE CARLOSAMA - COOTRANSCARLOSAMA LTDA,BIOMAX,BIODIESEL,6200,2018,5,2
23,CORDOBA,23001,MONTERIA,ESTACION DE SERVICIO EL CONTAINER,TERPEL,GASOLINA CORRIENTE,8760,2018,5,2
54,NORTE DE SANTANDER,54003,ABREGO,ESTACION DE SERVICIOS SANTA BARBARA,TERPEL,BIODIESEL,6380,2018,5,2
41,HUILA,41551,PITALITO,ESTACION DE SERVICIO EL CARMEN DEL SUR,BIOMAX,BIODIESEL,8886,2018,5,2
17,CALDAS,17001,MANIZALES,ESTACION DE SERVICIO TERPEL TERMINAL TRANSPORTES DE MANIZALES,TERPEL,GASOLINA CORRIENTE,8790,2018,5,2
50,META,50313,GRANADA,ESTACION DE SERVICIO LA NUEVA PETROLERA,TERPEL,BIODIESEL,8751,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO LA GRANJA 02,ECOS,BIODIESEL,8442,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL LA 26,TERPEL,BIODIESEL,8250,2018,5,2
68,SANTANDER,68575,PUERTO WILCHES,LA ESTACION DE SERVICIO PUENTE SOGAMOSO,TERPEL,BIODIESEL,8110,2018,5,2
41,HUILA,41551,PITALITO,ESTACION DE SERVICIO SAN RAFAEL DE LABOYOS,BIOMAX,BIODIESEL,8880,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION VERBENAL 187 SAS,MOBIL,BIODIESEL,8974,2018,5,2
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,EDS SAN JOSE,TERPEL,BIODIESEL,8610,2018,5,2
85,CASANARE,85001,YOPAL,ESTACION DE SERVICIO ZIMARU,TERPEL,BIODIESEL,8508,2018,5,2
05,ANTIOQUIA,05001,MEDELLIN,EDS ESSO AVENIDA ORIENTAL,MOBIL,BIODIESEL,8450,2018,5,2
68,SANTANDER,68190,CIMITARRA,ESTACION DE SERVICIOS PRIMAVERA,BIOMAX,BIODIESEL,8040,2018,5,2
20,CESAR,20295,GAMARRA,ESTACION DE SERVICIO MALENA,TERPEL,BIODIESEL,7100,2018,5,2
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO TERPEL LA MOTA,TERPEL,GASOLINA CORRIENTE,8600,2018,5,2
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO CHAPINERO,TERPEL,GASOLINA CORRIENTE,8580,2018,5,2
52,NARIÑO,52835,TUMACO,ESTACION DE SERVICIO COMBUSTIBLE LA PERLA,BIOMAX,BIODIESEL,7000,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACIÓN DE SERVICIO JUAN AMARILLO SAS,PETROBRAS,GASOLINA CORRIENTE,8697,2018,5,2
73,TOLIMA,73200,COELLO,EDS PLUS CO GUALANDAY,CASAMOTOR,GASOLINA CORRIENTE,8820,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LA HERRADURA,TERPEL,ACPM - DIESEL,8232,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO AUTOMOTRIZ PUENTE PUMAREJO,MOBIL,BIODIESEL,8180,2018,5,2
68,SANTANDER,68682,SAN JOAQUIN,EDS EL BAMBU SAN JOAQUIN,TERPEL,BIODIESEL,8400,2018,5,2
66,RISARALDA,66001,PEREIRA,ESTACION DE SERVICIO PARQUE OLAYA,TERPEL,GASOLINA CORRIENTE,8990,2018,5,2
15,BOYACA,15763,SOTAQUIRA,EDS TERPEL SOTAQUIRA,TERPEL,ACPM - DIESEL,7975,2018,5,2
76,VALLE DEL CAUCA,76520,PALMIRA,ESTACION DE SERVICIO MULTISERVICIOS CAMIONEROS S.A.,MOBIL,BIODIESEL,8502,2018,5,2
08,ATLANTICO,08573,PUERTO COLOMBIA,ESTACION DE SERVICIO AUTOMOTRIZ SANTA MARIA DEL MAR SAS,TERPEL,GASOLINA CORRIENTE,8900,2018,5,2
54,NORTE DE SANTANDER,54405,LOS PATIOS,ESTACION DE SERVICIO EDS EL FARO,COOMULPINORT,BIODIESEL,5989,2018,5,2
52,NARIÑO,52250,EL CHARCO,ESTACION DE SERVICIO COMBUSTIBLE VERAGUAS,BIOMAX,GASOLINA CORRIENTE,7554,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS EGAS NORMANDIA,PETROBRAS,GASOLINA CORRIENTE,8525,2018,5,2
17,CALDAS,17001,MANIZALES,ESTACION DE SERVICIO CENTRAL DE COMBUSTIBLES,TERPEL,GASOLINA CORRIENTE,8989,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SUMIGAS AVE CARACAS,PETROBRAS,GASOLINA CORRIENTE,8564,2018,5,2
76,VALLE DEL CAUCA,76520,PALMIRA,EDS BARRIO NUEVO,TERPEL,GASOLINA CORRIENTE,8993,2018,5,2
47,MAGDALENA,47001,SANTA MARTA,EDS ARCAS RODADERO,TERPEL,GASOLINA CORRIENTE,8870,2018,5,2
25,CUNDINAMARCA,25183,CHOCONTA,ESTACION DE SERVICIO EL SATELITE,BIOMAX,BIODIESEL,8099,2018,5,2
05,ANTIOQUIA,05667,SAN RAFAEL,DISTRIBUIDORA DE COMBUSTIBLES RAMIRO,TERPEL,BIODIESEL,8820,2018,5,2
52,NARIÑO,52788,TANGUA,ESTACION PORVENIR TANGUA,BIOMAX,BIODIESEL,6749,2018,5,2
76,VALLE DEL CAUCA,76670,SAN PEDRO,ESTACION DE SERVICIO TERPEL EL RECREO,TERPEL,GASOLINA CORRIENTE,8790,2018,5,2
27,CHOCO,27810,UNION PANAMERICANA,ESTACION DE SERVICIO MOBIL LAS LAJAS,BIOMAX,BIODIESEL,8750,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL CHAPlNERO,TEXACO,BIODIESEL,8760,2018,5,2
76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,ESTACION DE SERVICIO PRESIDENTE,TERPEL,GASOLINA CORRIENTE,8790,2018,5,2
76,VALLE DEL CAUCA,76892,YUMBO,GREEN EDS PANORAMA,MOBIL,GASOLINA CORRIENTE,8790,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CONTADOR,PETROBRAS,GASOLINA CORRIENTE,8650,2018,5,2
17,CALDAS,17001,MANIZALES,ESTACION DE SERVICIO LOPEZ MANIZALES,TERPEL,GASOLINA CORRIENTE,8900,2018,5,2
54,NORTE DE SANTANDER,54398,LA PLAYA DE BELEN,EDS EL TUNAL SAS,COOMULPINORT,BIODIESEL,5990,2018,5,2
66,RISARALDA,66170,DOSQUEBRADAS,ESTACION DE SERVICIO EL NUEVO BOSQUE,BIOMAX,GASOLINA CORRIENTE,8900,2018,5,2
13,BOLIVAR,13673,SANTA CATALINA DE ALEJANDRIA,ESTACION DE SERVICIO SANTA CATALINA,PETROMIL,GASOLINA CORRIENTE,8800,2018,5,2
50,META,50573,PUERTO LOPEZ,ESTACION DE SERVICIO EL RUBI,TEXACO,BIODIESEL,8850,2018,5,2
68,SANTANDER,68575,PUERTO WILCHES,LA ESTACION DE SERVICIO PUENTE SOGAMOSO,TERPEL,GASOLINA CORRIENTE,8870,2018,5,2
52,NARIÑO,52838,TUQUERRES,SERVICENTRO EL PINAR,BIOMAX,BIODIESEL,6700,2018,5,2
25,CUNDINAMARCA,25875,VILLETA,ESTACION DE SERVICIO BRIO LOS CAMBULOS,BIOMAX,BIODIESEL,8370,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL SAN RAFAEL,TEXACO,GASOLINA CORRIENTE,8970,2018,5,2
25,CUNDINAMARCA,25214,COTA,ESTACION DE SERVICIO AUTOMOTRIZ CALLE 80,TERPEL,BIODIESEL,8205,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO  TERPEL FONTIBON FERROCARRIL,TERPEL,BIODIESEL,8130,2018,5,2
17,CALDAS,17042,ANSERMA,ESTACION DE SERVICIO TRANS UNION,BIOMAX,BIODIESEL,8743,2018,5,2
17,CALDAS,17873,VILLA MARIA,ESTACION DE SERVICIO LA VILLA,TEXACO,GASOLINA CORRIENTE,8790,2018,5,2
52,NARIÑO,52405,LEIVA,ESTACION DE SERVICIO EL BOSQUE,TERPEL,GASOLINA CORRIENTE,7290,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO DISTRACOM MURILLO,MOBIL,BIODIESEL,8101,2018,5,2
47,MAGDALENA,47980,ZONA BANANERA,EDS PETRONORTE TUCURINCA,SAVE,GASOLINA CORRIENTE,8900,2018,5,2
52,NARIÑO,52250,EL CHARCO,EDS BENJAMIN,PETROMIL,GASOLINA CORRIENTE,7554,2018,5,2
52,NARIÑO,52835,TUMACO,EDS SG No 1,PETROMIL,BIODIESEL,7500,2018,5,2
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO CENTRO,TERPEL,GASOLINA CORRIENTE,8510,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO COLISEO SA,TERPEL,GASOLINA CORRIENTE,8750,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACIONDE SERVICIO LAS FLORES,MOBIL,BIODIESEL,8698,2018,5,2
81,ARAUCA,81001,ARAUCA,ESTACION DE SERVICIO DON PERANCO,TERPEL,BIODIESEL,6450,2018,5,2
52,NARIÑO,52678,SAMANIEGO,ESTACION DE SERVICIO CANAVERAL,BIOMAX,GASOLINA CORRIENTE,6900,2018,5,2
68,SANTANDER,68229,CURITI,ESTACION DE SERVICIO LA YE,MOBIL,BIODIESEL,7799,2018,5,2
68,SANTANDER,68307,GIRON,ESTACION DE SERVICIO CANEYES,MOBIL,GASOLINA CORRIENTE,8849,2018,5,2
52,NARIÑO,52427,MAGUI (PAYAN),ESTACION DE SERVICIO CLARET,BIOMAX,BIODIESEL,6900,2018,5,2
85,CASANARE,85440,VILLANUEVA,ESTACION DE SERVICIO EL VENADO,TERPEL,ACPM - DIESEL,8705,2018,5,2
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO EL PUENTE,TERPEL,GASOLINA CORRIENTE,8669,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,EDS EL SAMAN,MOBIL,GASOLINA CORRIENTE,8890,2018,5,2
23,CORDOBA,23068,AYAPEL,AC SERVICENTRO SAN JERONIMO,ZEUSS,BIODIESEL,8312,2018,5,2
54,NORTE DE SANTANDER,54003,ABREGO,ESTACION DE SERVICIO EL DESCANSO,TERPEL,GASOLINA CORRIENTE,6701,2018,5,2
05,ANTIOQUIA,05212,COPACABANA,ESTACION DE SERVICIO AUTOMOTRIZ SERVICENTRO LA MILAGROSA COPACABANA,MOBIL,BIODIESEL,8542,2018,5,2
25,CUNDINAMARCA,25178,CHIPAQUE,ESTACION DE SERVICIO EL MORRO CHIPAQUE,MOBIL,GASOLINA CORRIENTE,8121,2018,5,2
44,LA GUAJIRA,44430,MAICAO,ESTACION DE SERVICIO ALI JOSE,AYATAWACOOP,BIODIESEL,5800,2018,5,2
41,HUILA,41807,TIMANA,ESTACION DE SERVICIO LA FLORESTA II,TERPEL,BIODIESEL,8860,2018,5,2
19,CAUCA,19418,LOPEZ DE MICAY,ESTACION DE SERVICIO COMBUSTIBLES ZARAGOZA LTD,BIOMAX,BIODIESEL,7831,2018,5,2
25,CUNDINAMARCA,25214,COTA,ESTACION DE SERVICIO AUTOMOTRIZ EDS ESSO SIBERIA,MOBIL,BIODIESEL,8050,2018,5,2
20,CESAR,20228,CURUMANI,ESTACION DE SERVICIO LOS ESTORAQUES,TERPEL,GASOLINA CORRIENTE,7200,2018,5,2
25,CUNDINAMARCA,25307,GIRARDOT,BRIOGAS  EL PEÑON,BIOMAX,ACPM - DIESEL,8480,2018,5,2
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO TERPEL REAL DE MINAS,TERPEL,GASOLINA CORRIENTE,8619,2018,5,2
86,PUTUMAYO,86320,ORITO,ESTACION DE SERVICIO SERVICENTRO CHAPINERO,TERPEL,GASOLINA CORRIENTE,7450,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ EXITO AMERICAS,MOBIL,GASOLINA CORRIENTE,8790,2018,5,2
52,NARIÑO,52418,LOS ANDES (SOTOMAYOR),ESTACION DE SERVICIO SAN ISIDRO,BIOMAX,GASOLINA CORRIENTE,7350,2018,5,2
76,VALLE DEL CAUCA,76109,BUENAVENTURA,ESTACION DE SERVICIO TERPEL BUENAVENTURA,TERPEL,GASOLINA CORRIENTE,8900,2018,5,2
70,SUCRE,70221,COVEÑAS,ESTACION DE SERVICIO LOS MANGOS DE COVEÑAS,TERPEL,BIODIESEL,8530,2018,5,2
15,BOYACA,15491,NOBSA,ESTACION DE SERVICIO VALLE DE IRAKA,BIOMAX,ACPM - DIESEL,8610,2018,5,2
05,ANTIOQUIA,05310,GOMEZ PLATA,ESTACION DE SERVICIO EL POMO,ZEUSS,GASOLINA CORRIENTE,8914,2018,5,2
50,META,50711,VISTAHERMOSA,ESTACION DE GASOLINA LA BONANZA,TEXACO,BIODIESEL,8995,2018,5,2
52,NARIÑO,52079,BARBACOAS,COMBUSTIBLES DEL TELEMBI,BIOMAX,BIODIESEL,6100,2018,5,2
25,CUNDINAMARCA,25214,COTA,EDS  TERPEL LA FLORIDA COTA,TERPEL,BIODIESEL,8087,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO METROPOLITANA,MOBIL,ACPM - DIESEL,8400,2018,5,2
50,META,50226,CUMARAL,ESTACION DE SERVICIO LA CASCADA,TERPEL,ACPM - DIESEL,8490,2018,5,2
23,CORDOBA,23300,COTORRA,ESTACION DE SERVICIO LA PAZ COTORRA,BIOMAX,BIODIESEL,8650,2018,5,2
05,ANTIOQUIA,05129,CALDAS,SERVICENTRO CALDAS,TERPEL,BIODIESEL,8340,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,EDS NUMAR VIA 40,TERPEL,GASOLINA CORRIENTE,8960,2018,5,2
05,ANTIOQUIA,05649,SAN CARLOS,ESTACION DE SERVICIO DE GASOLINA SAN CARLOS,ZEUSS,BIODIESEL,8838,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO AUTOMOTRIZ SERVICENTRO ESSO LA PRADERA,MOBIL,BIODIESEL,8230,2018,5,2
17,CALDAS,17380,LA DORADA,ESTACION DE SERVICIO LA DORADA,CASAMOTOR,BIODIESEL,8070,2018,5,2
13,BOLIVAR,13001,CARTAGENA DE INDIAS,ESTACION DE SERVICIOS COMBUSTIBLES SAN ANTONIO SAS,PETROMIL,GASOLINA CORRIENTE,8900,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ GREEN EDS PASOANCHO,MOBIL,BIODIESEL,8580,2018,5,2
52,NARIÑO,52390,LA TOLA,ESTACION DE SERVICIO LA TOLA,BIOMAX,GASOLINA CORRIENTE,7554,2018,5,2
25,CUNDINAMARCA,25175,CHIA,EDS CHIA BACATA,MOBIL,BIODIESEL,8303,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL CENTRO BOGOTA,TERPEL,ACPM - DIESEL,8390,2018,5,2
54,NORTE DE SANTANDER,54405,LOS PATIOS,BOMBA DE GASOLINA EL REFUGIO,COOMULPINORT,GASOLINA CORRIENTE,6850,2018,5,2
15,BOYACA,15172,CHINAVITA,ESTACION DE SERVICIOS EL AMPARO,OCTANO,BIODIESEL,8600,2018,5,2
19,CAUCA,19821,TORIBIO,ESTACION DE SERVICIO LOS GUADUALES,PETROMIL,BIODIESEL,8800,2018,5,2
05,ANTIOQUIA,05088,BELLO,ESTACION DE SERVICIO AUTOMOTRIZ EDS ESSO BELLO MADERA,MOBIL,GASOLINA CORRIENTE,8600,2018,5,2
25,CUNDINAMARCA,25214,COTA,EDS COTA,MOBIL,BIODIESEL,8246,2018,5,2
25,CUNDINAMARCA,25307,GIRARDOT,SERVICENTRO LA MAGDALENA,BIOMAX,ACPM - DIESEL,8400,2018,5,2
15,BOYACA,15837,TUTA,ESTACION DE SERVICIO MAGUNCIA,TERPEL,GASOLINA CORRIENTE,8743,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS ESSO SAN DIEGO,MOBIL,ACPM - DIESEL,8390,2018,5,2
63,QUINDIO,63401,LA TEBAIDA,EDS TERPEL LA TEBAIDA,TERPEL,BIODIESEL,8060,2018,5,2
13,BOLIVAR,13140,CALAMAR,EDS CALAMAR DEL RIO,BIOMAX,GASOLINA CORRIENTE,8850,2018,5,2
05,ANTIOQUIA,05579,PUERTO BERRIO,SERVICENTRO LA GLORIETA,PETROMIL,BIODIESEL,8260,2018,5,2
68,SANTANDER,68001,BUCARAMANGA,EDS EXICENTRO,TERPEL,BIODIESEL,7760,2018,5,2
08,ATLANTICO,08832,TUBARA,ESTACION DE SERVICIO PUERTO VELERO,TERPEL,GASOLINA CORRIENTE,8749,2018,5,2
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO JARDIN,ZEUSS,GASOLINA CORRIENTE,8990,2018,5,2
73,TOLIMA,73001,IBAGUE,ESTACION DE SERVICIO LA MARTINICA,TERPEL,GASOLINA CORRIENTE,8975,2018,5,2
86,PUTUMAYO,86568,PUERTO ASIS,ESTACION DE SERVICIO FLUVIAL ESTAMBUL,TERPEL,BIODIESEL,7100,2018,5,2
05,ANTIOQUIA,05172,CHIGORODO,ESTACION LA EUGENIA,TERPEL,BIODIESEL,8530,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SERVICENTRO GORDITO,TERPEL,BIODIESEL,8290,2018,5,2
19,CAUCA,19300,GUACHENE,EDS JAMAICA,BIOMAX,GASOLINA CORRIENTE,8900,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL EL GANADERO,TERPEL,BIODIESEL,8120,2018,5,2
25,CUNDINAMARCA,25754,SOACHA,LADRILLERA SANTAFE PLANTA SOACHA,MOBIL,ACPM - DIESEL,7628,2018,5,2
54,NORTE DE SANTANDER,54001,SAN JOSE DE CUCUTA,ESTACION DE SERVICIO EL CAMIONERO,TERPEL,GASOLINA CORRIENTE,6830,2018,5,2
05,ANTIOQUIA,05129,CALDAS,ESTACION DE SERVICIOS LA MIEL,MOBIL,GASOLINA CORRIENTE,8698,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,UNIMETRO SA,TERPEL,BIODIESEL,7525,2018,5,2
86,PUTUMAYO,86568,PUERTO ASIS,ESTACION DE SERVICIO FLUVIAL ESTAMBUL,TERPEL,GASOLINA CORRIENTE,7227,2018,5,2
25,CUNDINAMARCA,25899,ZIPAQUIRA,BIOMAX LA ESTRELLA,BIOMAX,BIODIESEL,8448,2018,5,2
05,ANTIOQUIA,05138,CAÑASGORDAS,MULTISERVICIO HERSIL,ZEUSS,BIODIESEL,8327,2018,5,2
20,CESAR,20011,AGUACHICA,ESTACION DE SERVICIO SAN ANDRES,TERPEL,GASOLINA CORRIENTE,7330,2018,5,2
73,TOLIMA,73026,ALVARADO,EDS TERPEL LA PASTORA,TERPEL,GASOLINA CORRIENTE,8690,2018,5,2
05,ANTIOQUIA,05579,PUERTO BERRIO,SERVICENTRO MARGARITA,BIOMAX,BIODIESEL,8090,2018,5,2
50,META,50573,PUERTO LOPEZ,ESTACION DE SERVICIO EL CIMARRON DEL META,TERPEL,BIODIESEL,8139,2018,5,2
15,BOYACA,15001,TUNJA,ESTACION DE SERVICIO AUTOMOTRIZ AUTOCENTRO BELLO,BIOMAX,ACPM - DIESEL,8469,2018,5,2
23,CORDOBA,23001,MONTERIA,ESTACION DE SERVICIO SAN JERONIMO DE MONTERIA,PETROMIL,BIODIESEL,8680,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO ESSO CORABASTOS CRA 86,MOBIL,ACPM - DIESEL,8219,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICO AUTOMOTRIZ VILLA HERMOSA,OCTANO,ACPM - DIESEL,8140,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS FUNDADORES,ESSO,GASOLINA CORRIENTE,8589,2018,5,2
13,BOLIVAR,13836,TURBACO,ESTACION DE SERVICIO SAN JOSE CARTAGENA,ECOS,BIODIESEL,7850,2018,5,2
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO MOBIL LA 70,MOBIL,BIODIESEL,8480,2018,5,2
25,CUNDINAMARCA,25513,PACHO,ESTACION DE SERVICIO BELLAVISTA,BIOMAX,ACPM - DIESEL,8703,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,OPECOM EDS LA RIVERA,TERPEL,GASOLINA CORRIENTE,8600,2018,5,2
76,VALLE DEL CAUCA,76318,GUACARI,ESTACION DE SERVICIO MOBIL VILLA DIANA Y MOTEL DIANA,MOBIL,BIODIESEL,8084,2018,5,2
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE TERPEL SERVICIO TERPEL LA AMERICA,TERPEL,BIODIESEL,8430,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CALLE 14 Y DISTRIBUIDORA DE COMBUSTIBLES,MOBIL,BIODIESEL,8872,2018,5,2
76,VALLE DEL CAUCA,76100,BOLIVAR,ESTACION DE SERVICIO LA TULIA,PETROMIL,BIODIESEL,8771,2018,5,2
18,CAQUETA,18410,LA MONTAÑITA,EDS LOS CAMBULOS,TERPEL,BIODIESEL,8620,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO SERVICENTRO ATLANTICO,PETROMIL,GASOLINA CORRIENTE,8590,2018,5,2
86,PUTUMAYO,86568,PUERTO ASIS,SERVICENTRO KM 5,TERPEL,GASOLINA CORRIENTE,7150,2018,5,2
25,CUNDINAMARCA,25718,SASAIMA,ESTACION DE SERVICIO PETROMIL SASAIMA,PETROMIL,GASOLINA CORRIENTE,8700,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS CALLE 13,PETROBRAS,BIODIESEL,8400,2018,5,2
76,VALLE DEL CAUCA,76892,YUMBO,ESTACION DE SERVICIO TERMINAL LOGISTICO,MOBIL,BIODIESEL,8310,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS LAS QUINTAS,MOBIL,GASOLINA CORRIENTE,8689,2018,5,2
63,QUINDIO,63594,QUIMBAYA,ESTACION DE SERVICIO DEL QUINDIO,BIOMAX,BIODIESEL,8430,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,MOBIL NUEVO CENTENARIO,MOBIL,ACPM - DIESEL,7919,2018,5,2
19,CAUCA,19532,PATIA (EL BORDO),ESTACION DE SERVICIO SERVICENTRO EL BORDO,TERPEL,BIODIESEL,8970,2018,5,2
08,ATLANTICO,08001,BARRANQUILLA,EDS COMBUSTIBLE 7 DE ABRIL,ECOS,GASOLINA CORRIENTE,8796,2018,5,2
52,NARIÑO,52320,GUAITARILLA,ESTACION DE SERVICIO SAN NICOLAS,BIOMAX,GASOLINA CORRIENTE,6800,2018,5,2
76,VALLE DEL CAUCA,76130,CANDELARIA,ESTACION DE SERVICIO VILLA LAS PALMAS,MOBIL,BIODIESEL,8177,2018,5,2
86,PUTUMAYO,86001,MOCOA,DISTRIBUCIONES Y SERVICIOS EL LAGO SAS,TERPEL,GASOLINA CORRIENTE,7583,2018,5,2
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO TERPEL CARRERA 8A,TERPEL,GASOLINA CORRIENTE,8660,2018,5,2
08,ATLANTICO,08573,PUERTO COLOMBIA,EDS AUTOMOTRIZ LA TORCOROMA,PUMA,BIODIESEL,8050,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SAMORE,BIOMAX,GASOLINA CORRIENTE,8550,2018,5,2
15,BOYACA,15764,SORACA,ESTACION DE SERVICIO BUENOS AIRES,TERPEL,ACPM - DIESEL,8560,2018,5,2
15,BOYACA,15223,CUBARA,ESTACION DE SERVICIO LA GRAN CEIBA,TERPEL,BIODIESEL,6600,2018,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO PRADERA DE SUBA,TEXACO,ACPM - DIESEL,8390,2018,5,2
20,CESAR,20250,EL PASO,ESTACION DE SERVICIO AUTOMOTRIZ SAN MARCOS,PETROMIL,GASOLINA CORRIENTE,7000,2018,5,2
25,CUNDINAMARCA,25740,SIBATE,ESTACION DE SERVICIO MOBIL VELOSIBA,MOBIL,ACPM - DIESEL,8395,2018,5,2
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO EL TRIANGULO,TERPEL,BIODIESEL,7829,2018,5,2
25,CUNDINAMARCA,25295,GACHANCIPA,ESTACION DE SERVICIO EDS LA CORRALEJA,PUMA,BIODIESEL,7899,2018,5,2
20,CESAR,20001,VALLEDUPAR,EDS AUTOMOTRIZ EL TRACTOR,PUMA,GASOLINA CORRIENTE,6980,2018,5,2
