departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,producto,precio,Year,Month,Day
85,CASANARE,85125,HATO COROZAL,ESTACION DE SERVICIO LA COROCORA,TERPEL,GASOLINA CORRIENTE,8100,2016,11,4
85,CASANARE,85125,HATO COROZAL,ESTACION DE SERVICIO LA COROCORA,TERPEL,BIODIESEL,7900,2016,11,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,LURIGER CALLE 100,BIOMAX,BIODIESEL,7500,2016,11,5
11,BOGOTA D.C.,11001,BOGOTA D.C.,LURIGER CALLE 100,BIOMAX,GASOLINA CORRIENTE,8040,2016,11,5
52,NARIÑO,52835,TUMACO,ESTACION DE SERVICIO COMBUSTIBLES EL RIO No 4,PETROMIL,GASOLINA CORRIENTE,5958,2016,11,9
23,CORDOBA,23686,SAN PELAYO,ESTACION DE SERVICIO BONGAMELLA,TEXACO,GASOLINA CORRIENTE,8550,2016,11,9
23,CORDOBA,23686,SAN PELAYO,ESTACION DE SERVICIO BONGAMELLA,TEXACO,BIODIESEL,7980,2016,11,9
52,NARIÑO,52835,TUMACO,ESTACION DE SERVICIO COMBUSTIBLE EL RIO,BIOMAX,GASOLINA CORRIENTE,5958,2016,11,10
52,NARIÑO,52835,TUMACO,ESTACION DE SERVICIO RIO ÑAMBI,BIOMAX,BIODIESEL,6028,2016,11,10
52,NARIÑO,52079,BARBACOAS,ESTACION DE SERVICIO FLUVIAL GASOLINERA LA GRAN CONQUISTA,MOBIL,GASOLINA CORRIENTE,6000,2016,11,10
52,NARIÑO,52079,BARBACOAS,ESTACION DE SERVICIO FLUVIAL GASOLINERA LA GRAN CONQUISTA,MOBIL,BIODIESEL,6000,2016,11,10
52,NARIÑO,52835,TUMACO,ESTACION DE SERVICIO RIO ÑAMBI,BIOMAX,GASOLINA CORRIENTE,5958,2016,11,10
05,ANTIOQUIA,05631,SABANETA,ENVIA COLVANES SABANETA,TERPEL,BIODIESEL,6655,2016,11,18
11,BOGOTA D.C.,11001,BOGOTA D.C.,COLTANQUES SAS,TEXACO,BIODIESEL,6495,2016,11,18
47,MAGDALENA,47058,ARIGUANI,ESTACION DE SERVICIO SERVICENTRO EL AMPARO,ECOS,GASOLINA CORRIENTE,7500,2016,12,1
20,CESAR,20013,AGUSTIN CODAZZI,ESTACION DE SERVICIO AUTOMOTRIZ JOLMECA,SAVE,GASOLINA CORRIENTE,6200,2016,12,1
47,MAGDALENA,47058,ARIGUANI,ESTACION DE SERVICIO SERVICENTRO EL AMPARO,ECOS,BIODIESEL,7200,2016,12,1
20,CESAR,20013,AGUSTIN CODAZZI,ESTACION DE SERVICIO AUTOMOTRIZ JOLMECA,SAVE,BIODIESEL,6550,2016,12,1
68,SANTANDER,68190,CIMITARRA,SERVICENTRO AUTOMOTRIZ Y EDS PTO ARAUJO SANTANDER,BIOMAX,GASOLINA CORRIENTE,7970,2016,12,5
68,SANTANDER,68190,CIMITARRA,SERVICENTRO AUTOMOTRIZ Y EDS PTO ARAUJO SANTANDER,BIOMAX,BIODIESEL,7080,2016,12,5
13,BOLIVAR,13894,ZAMBRANO,ESTACION DE SERVICIO AUTOMOTRIZ EL CACIQUE,PETROMIL,GASOLINA CORRIENTE,7980,2016,12,16
13,BOLIVAR,13894,ZAMBRANO,ESTACION DE SERVICIO AUTOMOTRIZ EL CACIQUE,PETROMIL,BIODIESEL,7200,2016,12,16
44,LA GUAJIRA,44430,MAICAO,VENTA DE COMBUSTIBLE LA LUIZA,AYATAWACOOP,ACPM - DIESEL,5100,2016,12,21
76,VALLE DEL CAUCA,76036,ANDALUCIA,ESTACION DE SERVICIO AUTOMOTRIZ ANDALUCIA I,TERPEL,BIODIESEL,7461,2017,1,2
76,VALLE DEL CAUCA,76036,ANDALUCIA,ESTACION DE SERVICIO AUTOMOTRIZ ANDALUCIA I,TERPEL,GASOLINA CORRIENTE,7909,2017,1,2
25,CUNDINAMARCA,25175,CHIA,COMERCIAL SANTA INES LIMITADA EN LIQUIDACION,TERPEL,GASOLINA CORRIENTE,8060,2017,1,4
25,CUNDINAMARCA,25175,CHIA,COMERCIAL SANTA INES LIMITADA EN LIQUIDACION,TERPEL,BIODIESEL,7600,2017,1,4
52,NARIÑO,52621,ROBERTO PAYAN SAN JOSE,ESTACION DE SERVICIO EL SUR BOCAS DEL TELEMBI,TERPEL,GASOLINA CORRIENTE,6690,2017,1,4
47,MAGDALENA,47605,REMOLINO,ESTACION DE SERVICIOS LA RUTA,ECOS,BIODIESEL,7500,2017,1,28
47,MAGDALENA,47605,REMOLINO,ESTACION DE SERVICIOS LA RUTA,ECOS,GASOLINA CORRIENTE,8300,2017,1,28
47,MAGDALENA,47605,REMOLINO,ESTACION DE SERVICIOS LA RUTA,ECOS,GASOLINA CORRIENTE,8300,2017,1,28
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO TEUSAQUILLO No 6,TEXACO,BIODIESEL,7440,2017,2,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO TEUSAQUILLO No 6,TEXACO,GASOLINA CORRIENTE,7610,2017,2,2
73,TOLIMA,73449,MELGAR,TERPEL ESTACION DE SERVICIO LA ALSACIA,TERPEL,BIODIESEL,7525,2017,2,3
73,TOLIMA,73449,MELGAR,TERPEL ESTACION DE SERVICIO LA ALSACIA,TERPEL,GASOLINA CORRIENTE,8053,2017,2,3
44,LA GUAJIRA,44430,MAICAO,ACPM Y GASOLINERA LA 23,AYATAWACOOP,BIODIESEL,5009,2017,2,4
44,LA GUAJIRA,44430,MAICAO,ACPM Y GASOLINERA LA 23,AYATAWACOOP,GASOLINA CORRIENTE,5467,2017,2,4
20,CESAR,20013,AGUSTIN CODAZZI,ESTACION DE SERVICIO AUTOMOTRIZ MAERUM,PETROMIL,GASOLINA EXTRA,7850,2017,3,1
44,LA GUAJIRA,44430,MAICAO,ESTACION DE SERVICIO ACPM WILL,AYATAWACOOP,BIODIESEL,7500,2017,3,1
44,LA GUAJIRA,44430,MAICAO,ESTACION DE SERVICIO ACPM WILL,AYATAWACOOP,GASOLINA CORRIENTE,7500,2017,3,1
20,CESAR,20013,AGUSTIN CODAZZI,ESTACION DE SERVICIO AUTOMOTRIZ MAERUM,PETROMIL,GASOLINA CORRIENTE,7500,2017,3,1
23,CORDOBA,23079,BUENAVISTA,EDS GASOLINERA MATA DE CAÑA,PETROMIL,GASOLINA CORRIENTE,8215,2017,3,1
23,CORDOBA,23079,BUENAVISTA,EDS GASOLINERA MATA DE CAÑA,PETROMIL,BIODIESEL,7340,2017,3,1
20,CESAR,20013,AGUSTIN CODAZZI,ESTACION DE SERVICIO AUTOMOTRIZ MAERUM,PETROMIL,BIODIESEL,7600,2017,3,1
76,VALLE DEL CAUCA,76520,PALMIRA,ESTACION DE SERVICIO PRIVADOS DE COMBUSTIBLES LIQUIDOS REALPES,TERPEL,BIODIESEL,7034,2017,3,2
25,CUNDINAMARCA,25807,TIBIRITA,ESTACION DE SERVICIO EL SALITRE,BIOMAX,GASOLINA CORRIENTE,8580,2017,3,6
25,CUNDINAMARCA,25807,TIBIRITA,ESTACION DE SERVICIO EL SALITRE,BIOMAX,BIODIESEL,8170,2017,3,6
05,ANTIOQUIA,05040,ANORI,ESTACION DE SERVICIO ANORI,TEXACO,BIODIESEL,8050,2017,3,7
70,SUCRE,70823,TOLUVIEJO,ESTACION DE SERVICIO LA PALMIRA,BIOMAX,GASOLINA CORRIENTE,8465,2017,3,21
70,SUCRE,70823,TOLUVIEJO,ESTACION DE SERVICIO LA PALMIRA,BIOMAX,BIODIESEL,7860,2017,3,21
52,NARIÑO,52520,FRANCISCO PIZARRO (SALAHONDA),COMBUSTIBLE MAR PACIFICO LTDA,BIOMAX,GASOLINA CORRIENTE,8000,2017,3,30
52,NARIÑO,52520,FRANCISCO PIZARRO (SALAHONDA),COMBUSTIBLE MAR PACIFICO LTDA,BIOMAX,BIODIESEL,8000,2017,3,30
44,LA GUAJIRA,44855,URUMITA,EDS LAS CALAGUALAS,AYATAWACOOP,GASOLINA CORRIENTE,6666,2017,4,3
05,ANTIOQUIA,05854,VALDIVIA,ESTACION DE SERVICIO LA COPOSA,TERPEL,BIODIESEL,8310,2017,4,3
44,LA GUAJIRA,44855,URUMITA,EDS LAS CALAGUALAS,AYATAWACOOP,BIODIESEL,6172,2017,4,3
05,ANTIOQUIA,05854,VALDIVIA,ESTACION DE SERVICIO LA COPOSA,TERPEL,GASOLINA CORRIENTE,8910,2017,4,3
52,NARIÑO,52473,MOSQUERA,ESTACION DE SERVICIO VARIEDADES RAJI LTDA,BIOMAX,GASOLINA CORRIENTE,7250,2017,4,5
52,NARIÑO,52473,MOSQUERA,ESTACION DE SERVICIO EL SOL,BIOMAX,GASOLINA CORRIENTE,7250,2017,4,5
19,CAUCA,19809,TIMBIQUI,ESTACION DE SERVICIO AUTOMOTRIZ ALMACEN INSUAGRO EL PEÑON,TERPEL,BIODIESEL,8420,2017,4,6
19,CAUCA,19809,TIMBIQUI,ESTACION DE SERVICIO AUTOMOTRIZ ALMACEN INSUAGRO EL PEÑON,TERPEL,GASOLINA CORRIENTE,7990,2017,4,6
63,QUINDIO,63130,CALARCA,SERVICENTRO Y ESTACION VERSALLES,TERPEL,GASOLINA CORRIENTE,8490,2017,4,6
63,QUINDIO,63130,CALARCA,SERVICENTRO Y ESTACION VERSALLES,TERPEL,BIODIESEL,7960,2017,4,6
52,NARIÑO,52699,SANTA CRUZ (GUACHAVES),ESTACION DE SERVICIO CRISTAL LIMITADA,TERPEL,GASOLINA CORRIENTE,6300,2017,4,12
52,NARIÑO,52699,SANTA CRUZ (GUACHAVES),ESTACION DE SERVICIO CRISTAL LIMITADA,TERPEL,BIODIESEL,6400,2017,4,12
54,NORTE DE SANTANDER,54174,CHITAGA,ESTACION DE SERVICIOS LA ESPERANZA,COOMULPINORT,BIODIESEL,7380,2017,4,19
54,NORTE DE SANTANDER,54174,CHITAGA,ESTACION DE SERVICIOS LA ESPERANZA,COOMULPINORT,GASOLINA CORRIENTE,8272,2017,4,19
44,LA GUAJIRA,44874,VILLANUEVA,COMBUSTIBLE SUR GUAJIRA LTDA,AYATAWACOOP,GASOLINA CORRIENTE,6000,2017,4,28
44,LA GUAJIRA,44874,VILLANUEVA,COMBUSTIBLE SUR GUAJIRA LTDA,AYATAWACOOP,BIODIESEL,5300,2017,4,28
52,NARIÑO,52320,GUAITARILLA,ESTACION DE SERVICIO SAN FRANCISCO,TERPEL,BIODIESEL,6250,2017,5,1
52,NARIÑO,52320,GUAITARILLA,ESTACION DE SERVICIO SAN FRANCISCO,TERPEL,GASOLINA CORRIENTE,6150,2017,5,1
17,CALDAS,17380,LA DORADA,ESTACION DE SERVICIO SERVICENTRO GUARINOCITO,MOBIL,BIODIESEL,7401,2017,5,2
15,BOYACA,15518,PAJARITO,ESTACION DE SERVICIO EL PARADOR DE CUSIANA,TERPEL,BIODIESEL,7750,2017,5,2
17,CALDAS,17380,LA DORADA,ESTACION DE SERVICIO SERVICENTRO GUARINOCITO,MOBIL,GASOLINA CORRIENTE,8221,2017,5,2
05,ANTIOQUIA,05837,TURBO,EDS LAS GARZAS,PETROMIL,BIODIESEL,7730,2017,5,2
05,ANTIOQUIA,05837,TURBO,EDS LAS GARZAS,PETROMIL,GASOLINA CORRIENTE,8610,2017,5,2
15,BOYACA,15518,PAJARITO,ESTACION DE SERVICIO EL PARADOR DE CUSIANA,TERPEL,GASOLINA CORRIENTE,8580,2017,5,2
15,BOYACA,15518,PAJARITO,ESTACION DE SERVICIO EL PARADOR DE CUSIANA,TERPEL,ACPM - DIESEL,7750,2017,5,2
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BRIO LA HERRADURA,BIOMAX,BIODIESEL,7750,2017,5,3
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BRIO LA HERRADURA,BIOMAX,GASOLINA CORRIENTE,8450,2017,5,3
25,CUNDINAMARCA,25307,GIRARDOT,EDS LA MAGDALENA-GIRARDOT,TEXACO,BIODIESEL,7860,2017,5,4
52,NARIÑO,52079,BARBACOAS,LA ESTACION DE SERVICIO URIBE URIBE,TEXACO,GASOLINA CORRIENTE,8700,2017,5,4
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIOS LA FELICIDAD DE LA PAZ,PUMA,GASOLINA CORRIENTE,8150,2017,5,4
25,CUNDINAMARCA,25307,GIRARDOT,EDS LA MAGDALENA-GIRARDOT,TEXACO,GASOLINA CORRIENTE,8465,2017,5,4
52,NARIÑO,52079,BARBACOAS,LA ESTACION DE SERVICIO URIBE URIBE,TEXACO,BIODIESEL,8600,2017,5,4
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIOS LA FELICIDAD DE LA PAZ,PUMA,BIODIESEL,7440,2017,5,4
73,TOLIMA,73268,EL ESPINAL,EDS CHICORAL - CHICORAL,TEXACO,GASOLINA CORRIENTE,8441,2017,5,5
73,TOLIMA,73483,NATAGAIMA,EDS LOS PIJAOS NATAGAIMA,TEXACO,BIODIESEL,8158,2017,5,5
73,TOLIMA,73449,MELGAR,EDS EL SALERO MELGAR,TEXACO,BIODIESEL,7470,2017,5,5
73,TOLIMA,73268,EL ESPINAL,EDS CHICORAL - CHICORAL,TEXACO,BIODIESEL,7535,2017,5,5
73,TOLIMA,73449,MELGAR,EDS EL SALERO MELGAR,TEXACO,GASOLINA CORRIENTE,8401,2017,5,5
73,TOLIMA,73483,NATAGAIMA,EDS LOS PIJAOS NATAGAIMA,TEXACO,GASOLINA CORRIENTE,8451,2017,5,5
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO PRIVADA ETIB SAN JOSE II,TERPEL,ACPM - DIESEL,6999,2017,5,9
70,SUCRE,70001,SINCELEJO,MULTISERVICIOS,TERPEL,GASOLINA CORRIENTE,8390,2017,5,18
70,SUCRE,70001,SINCELEJO,MULTISERVICIOS,TERPEL,BIODIESEL,7790,2017,5,18
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO LA 65 CON CALLE SAN JUAN,TERPEL,GASOLINA CORRIENTE,8270,2017,6,1
52,NARIÑO,52490,OLAYA HERRERA (BOCAS DE SATINGA),ESTACION DE SERVICIO DEPOSITO CAICEDO,BIOMAX,BIODIESEL,6223,2017,6,1
52,NARIÑO,52490,OLAYA HERRERA (BOCAS DE SATINGA),ESTACION DE SERVICIO DEPOSITO CAICEDO,BIOMAX,GASOLINA CORRIENTE,6138,2017,6,1
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),ESTACION DE SERVICIO GASOLINERA LAS XXX,PETROMIL,BIODIESEL,6500,2017,6,2
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),ESTACION DE SERVICIO GASOLINERA LAS XXX,PETROMIL,GASOLINA CORRIENTE,6300,2017,6,2
23,CORDOBA,23417,LORICA,ESTACION DE SERVICIO EL PUERTO DEL SINU,TEXACO,GASOLINA CORRIENTE,8330,2017,6,6
19,CAUCA,19318,GUAPI,ESTACION DE SERVICIO MARITIMA EXXONMOBIL GUAPI,BIOMAX,BIODIESEL,8800,2017,6,7
44,LA GUAJIRA,44430,MAICAO,GASOLINERA EL ROBLE NO2,AYATAWACOOP,GASOLINA CORRIENTE,5400,2017,6,23
17,CALDAS,17013,AGUADAS,ESTACION DE SERVICIO LAS PALMAS AGUADAS,ZEUSS,GASOLINA CORRIENTE,8719,2017,6,23
44,LA GUAJIRA,44430,MAICAO,GASOLINERA EL ROBLE NO2,AYATAWACOOP,BIODIESEL,5400,2017,6,23
17,CALDAS,17013,AGUADAS,ESTACION DE SERVICIO LAS PALMAS AGUADAS,ZEUSS,BIODIESEL,7899,2017,6,23
52,NARIÑO,52079,BARBACOAS,SERVICIO DE COMBUSTIBLE ORTIZ,BIOMAX,BIODIESEL,6530,2017,7,1
52,NARIÑO,52079,BARBACOAS,SERVICIO DE COMBUSTIBLE ORTIZ,BIOMAX,KEROSENE,5000,2017,7,1
52,NARIÑO,52079,BARBACOAS,SERVICIO DE COMBUSTIBLE ORTIZ,BIOMAX,GASOLINA CORRIENTE,6620,2017,7,1
25,CUNDINAMARCA,25535,PASCA,ESTACION DE SERVICIO ISABELL INVERSIONES SAS,TERPEL,GASOLINA CORRIENTE,8610,2017,7,4
15,BOYACA,15861,VENTAQUEMADA,ESTACION DE SERVICIO LA FLORIDA,PETROBRAS,ACPM - DIESEL,7675,2017,7,4
25,CUNDINAMARCA,25535,PASCA,ESTACION DE SERVICIO ISABELL INVERSIONES SAS,TERPEL,ACPM - DIESEL,7834,2017,7,4
15,BOYACA,15861,VENTAQUEMADA,ESTACION DE SERVICIO LA FLORIDA,PETROBRAS,GASOLINA CORRIENTE,8502,2017,7,4
25,CUNDINAMARCA,25535,PASCA,ESTACION DE SERVICIO ISABELL INVERSIONES SAS,TERPEL,BIODIESEL,7934,2017,7,4
15,BOYACA,15861,VENTAQUEMADA,ESTACION DE SERVICIO LA FLORIDA,PETROBRAS,BIODIESEL,7675,2017,7,4
47,MAGDALENA,47001,SANTA MARTA,ESTACION DE SERVICIO ZETA GAS SAS,ZEUSS,GASOLINA CORRIENTE,8450,2017,7,5
47,MAGDALENA,47001,SANTA MARTA,ESTACION DE SERVICIO ZETA GAS SAS,ZEUSS,BIODIESEL,7750,2017,7,5
19,CAUCA,19290,FLORENCIA,ESTACION DE SERVICIO FLORENCIA CAUCA,PETROMIL,BIODIESEL,8075,2017,7,6
19,CAUCA,19290,FLORENCIA,ESTACION DE SERVICIO FLORENCIA CAUCA,PETROMIL,GASOLINA CORRIENTE,8640,2017,7,6
76,VALLE DEL CAUCA,76126,CALIMA (DARIEN),ESTACION DE SERVICIO CALIMA 2,TERPEL,GASOLINA CORRIENTE,8481,2017,7,7
76,VALLE DEL CAUCA,76126,CALIMA (DARIEN),ESTACION DE SERVICIO CALIMA 2,TERPEL,BIODIESEL,8006,2017,7,7
44,LA GUAJIRA,44035,ALBANIA,EDS LA MEDIDA EXACTA,AYATAWACOOP,BIODIESEL,6588,2017,7,11
19,CAUCA,19001,POPAYAN,ESTACION DE SERVICIO BELLAVISTA,MOBIL,GASOLINA CORRIENTE,8940,2017,8,1
44,LA GUAJIRA,44430,MAICAO,ESTACION DE SERVICIO SAN JOSE SJ,AYATAWACOOP,GASOLINA CORRIENTE,5881,2017,8,1
85,CASANARE,85263,PORE,ESTACION DE SERVICIO LA ESPERANZA PORE,TERPEL,BIODIESEL,8132,2017,8,1
15,BOYACA,15572,PUERTO BOYACA,ESTACION DE SERVICIO LA CLAVE,PETROBRAS,BIODIESEL,7399,2017,8,1
15,BOYACA,15572,PUERTO BOYACA,ESTACION DE SERVICIO LA CLAVE,PETROBRAS,ACPM - DIESEL,7399,2017,8,1
85,CASANARE,85263,PORE,ESTACION DE SERVICIO LA ESPERANZA PORE,TERPEL,GASOLINA CORRIENTE,8935,2017,8,1
85,CASANARE,85263,PORE,ESTACION DE SERVICIO LA ESPERANZA PORE,TERPEL,ACPM - DIESEL,8132,2017,8,1
19,CAUCA,19001,POPAYAN,ESTACION DE SERVICIO BELLAVISTA,MOBIL,BIODIESEL,8366,2017,8,1
15,BOYACA,15572,PUERTO BOYACA,ESTACION DE SERVICIO LA CLAVE,PETROBRAS,GASOLINA CORRIENTE,8499,2017,8,1
44,LA GUAJIRA,44430,MAICAO,ESTACION DE SERVICIO SAN JOSE SJ,AYATAWACOOP,BIODIESEL,5291,2017,8,1
76,VALLE DEL CAUCA,76892,YUMBO,ESTACION DE SERVICIO SAN AGUSTIN,BIOMAX,GASOLINA CORRIENTE,8390,2017,8,3
76,VALLE DEL CAUCA,76892,YUMBO,ESTACION DE SERVICIO SAN AGUSTIN,BIOMAX,BIODIESEL,7750,2017,8,3
25,CUNDINAMARCA,25491,NOCAIMA,EDS EL NARANJAL,BIOMAX,BIODIESEL,7834,2017,8,4
25,CUNDINAMARCA,25491,NOCAIMA,EDS EL NARANJAL,BIOMAX,GASOLINA CORRIENTE,8819,2017,8,4
25,CUNDINAMARCA,25491,NOCAIMA,EDS EL NARANJAL,BIOMAX,ACPM - DIESEL,7834,2017,8,4
25,CUNDINAMARCA,25486,NEMOCON,LA JUANITA,TEXACO,BIODIESEL,7614,2017,8,5
25,CUNDINAMARCA,25486,NEMOCON,LA JUANITA,TEXACO,GASOLINA CORRIENTE,8127,2017,8,5
25,CUNDINAMARCA,25486,NEMOCON,LA JUANITA,TEXACO,ACPM - DIESEL,7614,2017,8,5
23,CORDOBA,23660,SAHAGUN,ESTACION DE SERVICIO FINCA ESTACION SAHAGUN,ECOS,GASOLINA CORRIENTE,8840,2017,8,8
23,CORDOBA,23660,SAHAGUN,ESTACION DE SERVICIO FINCA ESTACION SAHAGUN,ECOS,BIODIESEL,7350,2017,8,8
70,SUCRE,70820,TOLU,ESTACION DE SERVICIO PESTOLU,PETROMIL,BIODIESEL,7950,2017,8,9
70,SUCRE,70820,TOLU,ESTACION DE SERVICIO PESTOLU,PETROMIL,GASOLINA CORRIENTE,8999,2017,8,9
70,SUCRE,70429,MAJAGUAL,EDS SERVICOM NUEVO INDIO,TERPEL,GASOLINA CORRIENTE,8650,2017,8,11
70,SUCRE,70429,MAJAGUAL,EDS SERVICOM NUEVO INDIO,TERPEL,BIODIESEL,8150,2017,8,11
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),ESTACION DE SERVICIO LA COLONIA,PETROMIL,GASOLINA CORRIENTE,6300,2017,8,16
52,NARIÑO,52696,SANTA BARBARA (ISCUANDE),ESTACION DE SERVICIO LA COLONIA,PETROMIL,BIODIESEL,6250,2017,8,16
11,BOGOTA D.C.,11001,BOGOTA D.C.,DUAL II,BIOMAX,ACPM - DIESEL,8016,2017,9,1
11,BOGOTA D.C.,11001,BOGOTA D.C.,DUAL II,BIOMAX,BIODIESEL,8016,2017,9,1
11,BOGOTA D.C.,11001,BOGOTA D.C.,DUAL II,BIOMAX,GASOLINA CORRIENTE,8687,2017,9,1
15,BOYACA,15491,NOBSA,EDS CBC,PETROBRAS,BIODIESEL,8047,2017,9,1
15,BOYACA,15491,NOBSA,EDS CBC,PETROBRAS,ACPM - DIESEL,8047,2017,9,1
13,BOLIVAR,13052,ARJONA,ESTACION DE SERVICIO SAN RAFAEL No 2,PETROMIL,BIODIESEL,7800,2017,9,2
27,CHOCO,27361,ISTMINA,ESTACION DE SERVICIO LOS MINEROS 8,TERPEL,GASOLINA CORRIENTE,8700,2017,9,4
27,CHOCO,27361,ISTMINA,ESTACION DE SERVICIO LOS MINEROS 8,TERPEL,BIODIESEL,8280,2017,9,4
50,META,50711,VISTAHERMOSA,ESTACION DE SERVICIO LOS TRILLIZOS,BIOMAX,BIODIESEL,8999,2017,9,4
76,VALLE DEL CAUCA,76834,TULUA,ESTACION DE SERVICIO SAN CRISTOBAL,TERPEL,GASOLINA CORRIENTE,8770,2017,9,6
52,NARIÑO,52427,MAGUI (PAYAN),ESTACION DE SERVICIO VILLA FLOR,TERPEL,GASOLINA CORRIENTE,7000,2017,9,6
76,VALLE DEL CAUCA,76834,TULUA,ESTACION DE SERVICIO SAN CRISTOBAL,TERPEL,BIODIESEL,8110,2017,9,6
52,NARIÑO,52621,ROBERTO PAYAN SAN JOSE,COMBUSTIBLES Y LUBRICANTES BRISAS DEL PATIA,BIOMAX,GASOLINA CORRIENTE,7000,2017,9,6
52,NARIÑO,52427,MAGUI (PAYAN),ESTACION DE SERVICIO VILLA FLOR,TERPEL,BIODIESEL,6860,2017,9,6
52,NARIÑO,52621,ROBERTO PAYAN SAN JOSE,COMBUSTIBLES Y LUBRICANTES BRISAS DEL PATIA,BIOMAX,BIODIESEL,6860,2017,9,6
47,MAGDALENA,47001,SANTA MARTA,EDS ZUCA SUCOSERVICIOS,PETROMIL,GASOLINA EXTRA,8000,2017,9,22
47,MAGDALENA,47001,SANTA MARTA,EDS ZUCA SUCOSERVICIOS,PETROMIL,GASOLINA CORRIENTE,7800,2017,9,22
47,MAGDALENA,47001,SANTA MARTA,EDS ZUCA SUCOSERVICIOS,PETROMIL,BIODIESEL,7650,2017,9,22
08,ATLANTICO,08001,BARRANQUILLA,ESTACION DE SERVICIO EMBUSA,PUMA,BIODIESEL,7766,2017,9,26
08,ATLANTICO,08001,BARRANQUILLA,COMERCIALIZADORA SAN JOSUE SAS,PUMA,BIODIESEL,7800,2017,9,26
52,NARIÑO,52621,ROBERTO PAYAN SAN JOSE,ESTACION DE GASOLINA SAN ANTONIO,BIOMAX,GASOLINA CORRIENTE,6800,2017,10,1
52,NARIÑO,52427,MAGUI (PAYAN),ESTACION DE SERVICIO GASOLINERA RANCHO GRANDE,BIOMAX,GASOLINA CORRIENTE,7000,2017,10,1
52,NARIÑO,52427,MAGUI (PAYAN),ESTACION DE SERVICIO GASOLINERA RANCHO GRANDE,BIOMAX,BIODIESEL,6860,2017,10,1
52,NARIÑO,52427,MAGUI (PAYAN),MAGUI A,BIOMAX,GASOLINA CORRIENTE,6860,2017,10,1
52,NARIÑO,52427,MAGUI (PAYAN),MAGUI A,BIOMAX,BIODIESEL,7000,2017,10,1
52,NARIÑO,52621,ROBERTO PAYAN SAN JOSE,ESTACION DE GASOLINA SAN ANTONIO,BIOMAX,BIODIESEL,6700,2017,10,1
52,NARIÑO,52427,MAGUI (PAYAN),ESTACION DE SERVICO LOS HERMANOS,TEXACO,BIODIESEL,6700,2017,10,2
52,NARIÑO,52079,BARBACOAS,ESTACION DE SERVICIO GASOLINERA EL BOSQUE,TEXACO,GASOLINA CORRIENTE,6650,2017,10,2
52,NARIÑO,52079,BARBACOAS,ESTACION DE SERVICIO FLUVIAL COMBUSTIBLES Y LUBRICANTES JERONIMO,BIOMAX,GASOLINA CORRIENTE,6700,2017,10,2
25,CUNDINAMARCA,25736,SESQUILE,ESTACION DE SERVICIO EDS EL DORADO,TEXACO,BIODIESEL,7739,2017,10,2
52,NARIÑO,52621,ROBERTO PAYAN SAN JOSE,ESTACION DE SERVICIO GASOLINERA EL PUEBLO DE PAYAN,PETROMIL,BIODIESEL,6500,2017,10,2
25,CUNDINAMARCA,25736,SESQUILE,ESTACION DE SERVICIO EDS EL DORADO,TEXACO,GASOLINA CORRIENTE,8800,2017,10,2
73,TOLIMA,73408,LERIDA,ESTACION DE SERVICIO MARIA JOSE,TERPEL,BIODIESEL,7856,2017,10,2
73,TOLIMA,73408,LERIDA,ESTACION DE SERVICIO MARIA JOSE,TERPEL,GASOLINA CORRIENTE,8532,2017,10,2
25,CUNDINAMARCA,25736,SESQUILE,ESTACION DE SERVICIO EDS EL DORADO,TEXACO,ACPM - DIESEL,7739,2017,10,2
15,BOYACA,15763,SOTAQUIRA,EDS BOSIGAS SAS,BIOMAX,GASOLINA CORRIENTE,8489,2017,10,2
15,BOYACA,15763,SOTAQUIRA,EDS BOSIGAS SAS,BIOMAX,BIODIESEL,7732,2017,10,2
52,NARIÑO,52621,ROBERTO PAYAN SAN JOSE,ESTACION DE SERVICIO COMBUSTIBLES LA BONANZA,TEXACO,BIODIESEL,6600,2017,10,2
52,NARIÑO,52621,ROBERTO PAYAN SAN JOSE,ESTACION DE SERVICIO COMBUSTIBLES LA BONANZA,TEXACO,GASOLINA CORRIENTE,6700,2017,10,2
15,BOYACA,15763,SOTAQUIRA,EDS BOSIGAS SAS,BIOMAX,ACPM - DIESEL,7732,2017,10,2
52,NARIÑO,52079,BARBACOAS,ESTACION DE SERVICIO FLUVIAL COMBUSTIBLES Y LUBRICANTES JERONIMO,BIOMAX,BIODIESEL,6600,2017,10,2
19,CAUCA,19809,TIMBIQUI,EDS COMBUSTIBLES LOS PINOS,PETROMIL,GASOLINA CORRIENTE,8300,2017,10,2
